run,seed,model,accuracy,precision,recall,f1,roc_auc,tn,fp,fn,tp,train_time_sec,test_time_sec
19,60,MLP,0.9634703196347032,0.96,0.96,0.96,0.9958823529411764,115,4,4,96,0.34168390000000315,0.00046259999999875845
19,60,KNN,1.0,1.0,1.0,1.0,1.0,119,0,0,100,0.010253599999998642,0.00679009999999991
19,60,DT,1.0,1.0,1.0,1.0,1.0,119,0,0,100,0.006059100000001649,0.0007124000000011677
20,61,ELM,0.7853881278538812,0.7849462365591398,0.73,0.7564766839378239,0.7809663865546218,99,20,27,73,0.0028632000000001767,9.969999999981383e-05
20,61,LogReg,0.7625570776255708,0.7553191489361702,0.71,0.7319587628865979,0.8470588235294118,96,23,29,71,0.0043733999999986395,0.00021050000000144564
20,61,RF,1.0,1.0,1.0,1.0,1.0,119,0,0,100,0.05678490000000025,0.0035898000000003094
20,61,SVC_RBF,0.8812785388127854,0.8854166666666666,0.85,0.8673469387755102,0.9376470588235294,108,11,15,85,0.05810589999999749,0.00911220000000057
20,61,XGB,0.908675799086758,0.9,0.9,0.9,0.9672268907563025,109,10,10,90,0.035947699999997695,0.0007534000000006813
20,61,MLP,0.9497716894977168,0.9587628865979382,0.93,0.9441624365482234,0.9913445378151261,115,4,7,93,0.42918839999999747,0.001376000000000488
20,61,KNN,1.0,1.0,1.0,1.0,1.0,119,0,0,100,0.014353399999997407,0.00594080000000119
20,61,DT,1.0,1.0,1.0,1.0,1.0,119,0,0,100,0.00502880000000161,0.0006002999999985548
