algo,run_id,seed,train_time_sec,test_time_sec,accuracy,precision,recall,f1,roc_auc,tn,fp,fn,tp
GWO,15,57,11.259641299999657,9.070000032807002e-05,0.9406392694063926,0.9578947368421052,0.91,0.9333333333333333,0.9152100840336135,115,4,9,91
GWO,16,58,11.276583899999878,0.00010780000002341694,0.9452054794520548,0.94,0.94,0.94,0.9412605042016807,113,6,6,94
GWO,17,59,11.240608300000076,6.429999984902679e-05,0.9497716894977168,0.968421052631579,0.92,0.9435897435897436,0.928235294117647,116,3,8,92
GWO,18,60,11.118620899999769,0.0001378000001750479,0.954337899543379,0.95,0.95,0.95,0.9619327731092437,114,5,5,95
GWO,19,61,11.5964041000002,9.290000025430345e-05,0.9452054794520548,0.9489795918367347,0.93,0.9393939393939394,0.9547058823529412,114,5,7,93
GWO,20,62,11.41994109999996,6.519999988086056e-05,0.9452054794520548,0.9313725490196079,0.95,0.9405940594059405,0.9553781512605042,112,7,5,95
HGS,1,43,10.474224099999901,6.810000013501849e-05,0.8493150684931506,0.8316831683168316,0.84,0.835820895522388,0.7819327731092437,102,17,16,84
HGS,2,44,10.506754099999853,0.0001229000004059344,0.8401826484018264,0.8282828282828283,0.82,0.8241206030150754,0.8787394957983192,102,17,18,82
HGS,3,45,10.745246399999814,0.00020959999983460875,0.821917808219178,0.8279569892473119,0.77,0.7979274611398963,0.8411764705882353,103,16,23,77
HGS,4,46,10.230065600000216,0.00013839999974152306,0.8447488584474886,0.851063829787234,0.8,0.8247422680412371,0.8640336134453781,105,14,20,80
HGS,5,47,9.935445900000104,0.00013480000006893533,0.8401826484018264,0.8651685393258427,0.77,0.8148148148148148,0.857983193277311,107,12,23,77
HGS,6,48,10.925890099999833,7.169999980760622e-05,0.8767123287671232,0.8762886597938144,0.85,0.8629441624365483,0.9105882352941177,107,12,15,85
HGS,7,49,10.60217190000003,0.00013720000015382539,0.8447488584474886,0.83,0.83,0.83,0.8677310924369749,102,17,17,83
HGS,8,50,10.990155699999832,9.80999998319021e-05,0.8493150684931506,0.8526315789473684,0.81,0.8307692307692308,0.8364705882352941,105,14,19,81
HGS,9,51,10.962540399999853,8.439999965048628e-05,0.8447488584474886,0.8173076923076923,0.85,0.8333333333333334,0.887563025210084,100,19,15,85
HGS,10,52,10.58950189999996,5.9500000133994035e-05,0.8356164383561644,0.8333333333333334,0.8,0.8163265306122449,0.8494957983193278,103,16,20,80
HGS,11,53,11.062113500000123,9.359999967273325e-05,0.8310502283105022,0.8461538461538461,0.77,0.806282722513089,0.8310084033613446,105,14,23,77
HGS,12,54,10.471631699999762,0.0001397999999426247,0.8538812785388128,0.8617021276595744,0.81,0.8350515463917526,0.8840336134453782,106,13,19,81
HGS,13,55,10.256610899999941,0.00016349999987141928,0.8447488584474886,0.84375,0.81,0.826530612244898,0.8773109243697479,104,15,19,81
HGS,14,56,10.804778299999725,9.709999994811369e-05,0.8538812785388128,0.8777777777777778,0.79,0.8315789473684211,0.8512605042016806,108,11,21,79
HGS,15,57,12.701638499999717,0.00018869999985327013,0.8310502283105022,0.8461538461538461,0.77,0.806282722513089,0.8438655462184874,105,14,23,77
HGS,16,58,9.927032000000054,0.00013949999993201345,0.821917808219178,0.8279569892473119,0.77,0.7979274611398963,0.8422689075630252,103,16,23,77
HGS,17,59,10.802820500000053,9.760000011738157e-05,0.8310502283105022,0.8387096774193549,0.78,0.8082901554404145,0.8617647058823529,104,15,22,78
HGS,18,60,10.58895480000001,0.0003977000001214037,0.8356164383561644,0.8478260869565217,0.78,0.8125,0.8668907563025209,105,14,22,78
HGS,19,61,10.137050400000135,0.00014379999993252568,0.8401826484018264,0.8494623655913979,0.79,0.8186528497409327,0.8005882352941178,105,14,21,79
HGS,20,62,10.340323299999909,0.00013140000010025688,0.8356164383561644,0.8404255319148937,0.79,0.8144329896907216,0.8509243697478992,104,15,21,79
HHO,1,43,18.509882699999707,0.00010120000024471665,0.8538812785388128,0.8617021276595744,0.81,0.8350515463917526,0.8017647058823528,106,13,19,81
HHO,2,44,18.742368799999895,0.0002747999997154693,0.8538812785388128,0.8777777777777778,0.79,0.8315789473684211,0.8512605042016806,108,11,21,79
HHO,3,45,19.10731190000024,5.229999987932388e-05,0.8447488584474886,0.8586956521739131,0.79,0.8229166666666666,0.8704201680672269,106,13,21,79
HHO,4,46,18.05320920000031,0.00010300000030838419,0.863013698630137,0.8645833333333334,0.83,0.8469387755102041,0.878655462184874,106,13,17,83
HHO,5,47,18.007481200000257,0.00014840000039839651,0.8401826484018264,0.8823529411764706,0.75,0.8108108108108109,0.8453781512605042,109,10,25,75
HHO,6,48,17.334038299999975,5.909999981668079e-05,0.863013698630137,0.8431372549019608,0.86,0.8514851485148515,0.8971428571428571,103,16,14,86
HHO,7,49,18.20321530000001,0.00014860000010230578,0.8538812785388128,0.8695652173913043,0.8,0.8333333333333334,0.857563025210084,107,12,20,80
HHO,8,50,18.79404420000037,7.060000007186318e-05,0.8401826484018264,0.8421052631578947,0.8,0.8205128205128205,0.8218487394957984,104,15,20,80
HHO,9,51,18.890962299999956,6.960000018807477e-05,0.8401826484018264,0.8095238095238095,0.85,0.8292682926829268,0.8752941176470588,99,20,15,85
HHO,10,52,18.300796399999854,7.469999991371878e-05,0.8447488584474886,0.8367346938775511,0.82,0.8282828282828283,0.8303361344537816,103,16,18,82
HHO,11,53,18.410861899999873,0.0004021999998258252,0.8356164383561644,0.8333333333333334,0.8,0.8163265306122449,0.8427731092436974,103,16,20,80
HHO,12,54,18.624134499999855,0.00020610000001397566,0.8584474885844748,0.8556701030927835,0.83,0.8426395939086294,0.8878991596638656,105,14,17,83
HHO,13,55,18.453369600000315,7.83999998930085e-05,0.8356164383561644,0.8478260869565217,0.78,0.8125,0.8576470588235293,105,14,22,78
HHO,14,56,20.031232000000273,4.430000035426929e-05,0.863013698630137,0.8804347826086957,0.81,0.84375,0.8617647058823529,108,11,19,81
HHO,15,57,18.68873029999986,9.90999997156905e-05,0.8493150684931506,0.8602150537634409,0.8,0.8290155440414507,0.8489075630252101,106,13,20,80
HHO,16,58,19.273416300000008,6.170000006022747e-05,0.8493150684931506,0.8681318681318682,0.79,0.8272251308900523,0.8425210084033613,107,12,21,79
HHO,17,59,19.752551599999606,8.019999995667604e-05,0.8447488584474886,0.851063829787234,0.8,0.8247422680412371,0.8558823529411763,105,14,20,80
HHO,18,60,19.644423199999892,7.730000015726546e-05,0.8493150684931506,0.8602150537634409,0.8,0.8290155440414507,0.8819327731092438,106,13,20,80
HHO,19,61,18.49569990000009,5.490000012287055e-05,0.8264840182648402,0.8229166666666666,0.79,0.8061224489795918,0.7903361344537815,102,17,21,79
HHO,20,62,17.403429799999685,7.150000010369695e-05,0.8447488584474886,0.8586956521739131,0.79,0.8229166666666666,0.8544537815126051,106,13,21,79
SeaHO,1,43,17.521281199999976,0.00010059999976874678,0.8904109589041096,0.9130434782608695,0.84,0.875,0.8904201680672269,111,8,16,84
SeaHO,2,44,17.770997599999646,7.430000005115289e-05,0.8721461187214612,0.8829787234042553,0.83,0.8556701030927835,0.877983193277311,108,11,17,83
SeaHO,3,45,17.44968289999997,4.470000021683518e-05,0.8949771689497716,0.9230769230769231,0.84,0.8795811518324608,0.8829411764705882,112,7,16,84
SeaHO,4,46,16.92231410000022,0.00020949999998265412,0.91324200913242,0.9175257731958762,0.89,0.9035532994923858,0.9329411764705882,111,8,11,89
SeaHO,5,47,16.05834640000012,0.00019620000011855154,0.8995433789954338,0.8823529411764706,0.9,0.8910891089108911,0.9033613445378151,107,12,10,90
SeaHO,6,48,17.705142799999976,0.0001081000000340282,0.8858447488584474,0.8865979381443299,0.86,0.8730964467005076,0.8836134453781513,108,11,14,86
SeaHO,7,49,17.73906199999965,0.0001857000002019049,0.867579908675799,0.9080459770114943,0.79,0.8449197860962567,0.84,111,8,21,79
SeaHO,8,50,17.096837999999934,9.580000005371403e-05,0.8904109589041096,0.9318181818181818,0.82,0.8723404255319149,0.866890756302521,113,6,18,82
SeaHO,9,51,17.68963840000015,9.269999964089948e-05,0.9223744292237442,0.9191919191919192,0.91,0.914572864321608,0.9158823529411765,111,8,9,91
SeaHO,10,52,17.15234959999998,6.889999986015027e-05,0.863013698630137,0.8804347826086957,0.81,0.84375,0.876638655462185,108,11,19,81
SeaHO,11,53,16.22300079999968,0.000388699999803066,0.8812785388127854,0.8854166666666666,0.85,0.8673469387755102,0.8935294117647059,108,11,15,85
SeaHO,12,54,17.80986559999974,7.989999994606478e-05,0.9223744292237442,0.9191919191919192,0.91,0.914572864321608,0.9196638655462185,111,8,9,91
SeaHO,13,55,17.5103823999998,0.00015170000006037299,0.9041095890410958,0.9340659340659341,0.85,0.8900523560209425,0.8942016806722689,113,6,15,85
SeaHO,14,56,18.675156199999947,0.00011399999993955134,0.9223744292237442,0.9191919191919192,0.91,0.914572864321608,0.9333613445378152,111,8,9,91
SeaHO,15,57,17.573345700000118,0.00022440000020651496,0.8904109589041096,0.8958333333333334,0.86,0.8775510204081632,0.8963865546218488,109,10,14,86
SeaHO,16,58,17.93887229999973,0.00020820000008825446,0.8721461187214612,0.9,0.81,0.8526315789473684,0.8684033613445379,110,9,19,81
SeaHO,17,59,17.114268000000266,0.00019250000013926183,0.8949771689497716,0.8969072164948454,0.87,0.883248730964467,0.903781512605042,109,10,13,87
SeaHO,18,60,17.67798810000022,6.050000001778244e-05,0.9223744292237442,0.9560439560439561,0.87,0.9109947643979057,0.918235294117647,115,4,13,87
SeaHO,19,61,17.418557299999975,0.00013230000013209064,0.8949771689497716,0.8811881188118812,0.89,0.8855721393034826,0.9076470588235295,107,12,11,89
SeaHO,20,62,17.742699800000082,0.0001434000000699598,0.867579908675799,0.8736842105263158,0.83,0.8512820512820513,0.870672268907563,107,12,17,83
MGO,1,43,39.782466900000145,5.980000014460529e-05,0.867579908675799,0.8736842105263158,0.83,0.8512820512820513,0.8714285714285713,107,12,17,83
MGO,2,44,37.793993200000386,5.070000042906031e-05,0.8949771689497716,0.9139784946236559,0.85,0.8808290155440415,0.9150420168067227,111,8,15,85
